path,filename,split_v2,cluster_k98,version,n_chromatic,achromatic_set,mean_chroma,mean_saturation,colorfulness
val/val/photography_38547.jpg,photography_38547.jpg,train,22,gray|green|yellow,2,gray,24.08,0.349,70.97
train/train/sport_20431.jpg,sport_20431.jpg,train,22,gray|orange|white,1,gray|white,15.96,0.2667,44.98
test/sport_25179.jpg,sport_25179.jpg,train,22,gray|orange|white,1,gray|white,14.73,0.1941,43.13
train/train/industrial_75369.jpg,industrial_75369.jpg,test,22,gray|orange|yellow,2,gray,16.48,0.2474,40.43
train/train/photography_37169.jpg,photography_37169.jpg,train,22,gray|orange|yellow,2,gray,19.22,0.3415,42.87
train/train/photography_38711.jpg,photography_38711.jpg,train,22,green,1,,17.73,0.4912,51.21
train/train/photography_37074.jpg,photography_37074.jpg,train,22,green|orange,2,,26.66,0.4335,57.41
train/train/photography_36649.jpg,photography_36649.jpg,test,22,green|orange|yellow,3,,27.85,0.3985,58.84
train/train/photography_36826.jpg,photography_36826.jpg,val,22,green|orange|yellow,3,,29.66,0.499,59.44
train/train/photography_36931.jpg,photography_36931.jpg,train,22,green|orange|yellow,3,,27.3,0.4476,58.23
train/train/photography_37017.jpg,photography_37017.jpg,train,22,green|orange|yellow,3,,32.23,0.4649,91.01
train/train/photography_37991.jpg,photography_37991.jpg,val,22,green|orange|yellow,3,,27.84,0.4587,86.78
train/train/photography_38094.jpg,photography_38094.jpg,train,22,green|orange|yellow,3,,29.02,0.4149,75.64
train/train/photography_38428.jpg,photography_38428.jpg,train,22,green|orange|yellow,3,,30.22,0.404,73.18
train/train/photography_37884.jpg,photography_37884.jpg,val,22,green|red|yellow,3,,20.53,0.3754,56.99
val/val/photography_36678.jpg,photography_36678.jpg,train,22,green|white|yellow,2,white,27.01,0.4673,56.05
train/train/photography_36930.jpg,photography_36930.jpg,test,22,green|white|yellow,2,white,22.7,0.3885,56.23
train/train/photography_37140.jpg,photography_37140.jpg,train,22,green|white|yellow,2,white,25.9,0.3254,74.71
train/train/photography_37315.jpg,photography_37315.jpg,train,22,green|white|yellow,2,white,26.26,0.4626,59.72
test/photography_37318.jpg,photography_37318.jpg,train,22,green|white|yellow,2,white,30.82,0.5024,68.86
val/val/photography_37609.jpg,photography_37609.jpg,test,22,green|white|yellow,2,white,24.98,0.3846,54.5
train/train/photography_37611.jpg,photography_37611.jpg,test,22,green|white|yellow,2,white,21.35,0.325,47.29
train/train/photography_37892.jpg,photography_37892.jpg,train,22,green|white|yellow,2,white,29.3,0.4437,75.94
train/train/photography_37917.jpg,photography_37917.jpg,train,22,green|white|yellow,2,white,35.82,0.4844,84.57
train/train/photography_37993.jpg,photography_37993.jpg,val,22,green|white|yellow,2,white,19.23,0.2381,46.56
train/train/photography_38017.jpg,photography_38017.jpg,train,22,green|white|yellow,2,white,28.33,0.2985,50.86
train/train/photography_38053.jpg,photography_38053.jpg,train,22,green|white|yellow,2,white,27.4,0.328,57.28
train/train/photography_38059.jpg,photography_38059.jpg,train,22,green|white|yellow,2,white,22.75,0.3636,63.14
train/train/photography_38184.jpg,photography_38184.jpg,val,22,green|white|yellow,2,white,30.05,0.4934,56.96
train/train/photography_38341.jpg,photography_38341.jpg,train,22,green|white|yellow,2,white,26.41,0.3984,74.1
train/train/photography_64135.jpg,photography_64135.jpg,val,22,green|white|yellow,2,white,25.71,0.4398,55.72
train/train/photography_36932.jpg,photography_36932.jpg,train,22,green|yellow,2,,31.53,0.5644,67.0
val/val/photography_37100.jpg,photography_37100.jpg,train,22,green|yellow,2,,21.93,0.3512,38.92
train/train/photography_37156.jpg,photography_37156.jpg,train,22,green|yellow,2,,25.91,0.4886,62.69
train/train/photography_38055.jpg,photography_38055.jpg,val,22,green|yellow,2,,33.54,0.5286,64.28
train/train/photography_38492.jpg,photography_38492.jpg,train,22,green|yellow,2,,28.1,0.3821,55.07
train/train/photography_38494.jpg,photography_38494.jpg,train,22,green|yellow,2,,28.99,0.394,56.51
test/photography_37136.jpg,photography_37136.jpg,train,22,magenta|white|yellow,2,white,35.53,0.5527,90.82
train/train/photography_38893.jpg,photography_38893.jpg,train,22,orange|pink|red,3,,15.46,0.2585,41.33
val/val/photography_37322.jpg,photography_37322.jpg,val,22,orange|white|yellow,2,white,19.3,0.3037,52.38
train/train/photography_37619.jpg,photography_37619.jpg,train,22,orange|white|yellow,2,white,24.59,0.4049,64.26
train/train/photography_38027.jpg,photography_38027.jpg,train,22,orange|white|yellow,2,white,23.67,0.3354,69.34
train/train/photography_38079.jpg,photography_38079.jpg,train,22,orange|white|yellow,2,white,19.48,0.2843,57.54
train/train/photography_27691.jpg,photography_27691.jpg,train,22,red|white,1,white,15.35,0.3634,29.6
train/train/photography_37357.jpg,photography_37357.jpg,train,22,yellow,1,,33.75,0.5452,68.22
train/train/industrial_2000.jpg,industrial_2000.jpg,train,23,black|blue|gray,1,black|gray,12.71,0.2191,61.55
train/train/industrial_6505.jpg,industrial_6505.jpg,train,23,black|blue|gray,1,black|gray,17.31,0.3447,74.35
train/train/photography_45036.jpg,photography_45036.jpg,train,23,black|blue|red,2,black,19.23,0.324,67.81
train/train/photography_45067.jpg,photography_45067.jpg,train,23,black|blue|white,1,black|white,10.47,0.2364,39.03
train/train/industrial_96558.jpg,industrial_96558.jpg,train,23,black|orange,1,black,12.25,0.2238,35.0
train/train/nature_76085.jpg,nature_76085.jpg,train,23,black|orange|yellow,2,black,13.16,0.2155,45.77
train/train/industrial_74325.jpg,industrial_74325.jpg,train,23,blue|brown,2,,32.81,0.7102,63.8
train/train/industrial_74308.jpg,industrial_74308.jpg,train,23,blue|brown|gray,2,gray,47.52,0.5538,103.43
train/train/sport_41921.jpg,sport_41921.jpg,train,23,blue|brown|gray,2,gray,23.31,0.3669,72.0
train/train/industrial_74306.jpg,industrial_74306.jpg,train,23,blue|brown|orange,3,,38.46,0.6751,83.0
train/train/industrial_74310.jpg,industrial_74310.jpg,train,23,blue|brown|orange,3,,30.31,0.5781,70.19
train/train/industrial_74311.jpg,industrial_74311.jpg,train,23,blue|brown|orange,3,,42.45,0.6095,91.28
train/train/industrial_74312.jpg,industrial_74312.jpg,val,23,blue|brown|orange,3,,37.87,0.5921,84.63
train/train/industrial_74323.jpg,industrial_74323.jpg,train,23,blue|brown|orange,3,,39.39,0.5091,90.77
train/train/industrial_74431.jpg,industrial_74431.jpg,val,23,blue|brown|orange,3,,29.04,0.4839,89.75
val/val/industrial_74452.jpg,industrial_74452.jpg,train,23,blue|brown|orange,3,,31.49,0.7657,82.54
train/train/industrial_68403.jpg,industrial_68403.jpg,train,23,blue|brown|white,2,white,18.51,0.3993,62.9
train/train/industrial_74317.jpg,industrial_74317.jpg,train,23,blue|brown|yellow,3,,36.24,0.6128,70.61
train/train/industrial_74321.jpg,industrial_74321.jpg,train,23,blue|brown|yellow,3,,41.18,0.6529,82.82
train/train/industrial_74322.jpg,industrial_74322.jpg,train,23,blue|brown|yellow,3,,42.91,0.6313,84.78
train/train/sport_40305.jpg,sport_40305.jpg,train,23,blue|cyan|gray,2,gray,22.79,0.479,97.94
train/train/sport_41773.jpg,sport_41773.jpg,train,23,blue|cyan|gray,2,gray,21.5,0.3389,70.6
test/industrial_100173.jpg,industrial_100173.jpg,val,23,blue|gray,1,gray,13.23,0.2178,51.66
train/train/industrial_6497.jpg,industrial_6497.jpg,train,23,blue|gray,1,gray,26.3,0.3197,58.91
train/train/industrial_74545.jpg,industrial_74545.jpg,train,23,blue|gray,1,gray,28.05,0.3705,89.97
train/train/industrial_74610.jpg,industrial_74610.jpg,train,23,blue|gray,1,gray,12.62,0.227,67.24
train/train/industrial_74284.jpg,industrial_74284.jpg,train,23,blue|gray|orange,2,gray,15.82,0.276,49.25
train/train/industrial_74475.jpg,industrial_74475.jpg,train,23,blue|gray|orange,2,gray,22.95,0.2998,83.26
val/val/industrial_74671.jpg,industrial_74671.jpg,train,23,blue|gray|orange,2,gray,16.56,0.3077,62.65
train/train/industrial_74672.jpg,industrial_74672.jpg,train,23,blue|gray|orange,2,gray,22.46,0.3572,95.35
val/val/nature_36205.jpg,nature_36205.jpg,train,23,blue|gray|orange,2,gray,20.06,0.3016,76.06
train/train/nature_36209.jpg,nature_36209.jpg,train,23,blue|gray|orange,2,gray,24.74,0.425,101.68
train/train/nature_36332.jpg,nature_36332.jpg,train,23,blue|gray|orange,2,gray,25.71,0.4451,95.72
train/train/sport_653.jpg,sport_653.jpg,train,23,blue|gray|orange,2,gray,20.8,0.3107,77.34
train/train/industrial_38255.jpg,industrial_38255.jpg,train,23,blue|gray|red,2,gray,17.85,0.4148,78.75
train/train/industrial_74137.jpg,industrial_74137.jpg,train,23,blue|gray|red,2,gray,16.77,0.3258,48.51
train/train/industrial_74544.jpg,industrial_74544.jpg,val,23,blue|gray|red,2,gray,20.79,0.2757,67.27
train/train/nature_36212.jpg,nature_36212.jpg,train,23,blue|gray|red,2,gray,35.23,0.5525,126.3
train/train/nature_36235.jpg,nature_36235.jpg,train,23,blue|gray|red,2,gray,23.72,0.3822,79.84
train/train/sport_41905.jpg,sport_41905.jpg,train,23,blue|gray|red,2,gray,26.42,0.4256,82.16
train/train/industrial_101883.jpg,industrial_101883.jpg,val,23,blue|gray|white,1,gray|white,21.89,0.2228,57.65
train/train/industrial_22329.jpg,industrial_22329.jpg,test,23,blue|gray|white,1,gray|white,17.47,0.3437,48.0
train/train/industrial_74290.jpg,industrial_74290.jpg,train,23,blue|gray|white,1,gray|white,21.44,0.3545,71.41
train/train/industrial_74363.jpg,industrial_74363.jpg,val,23,blue|gray|white,1,gray|white,13.5,0.2164,55.41
train/train/industrial_74369.jpg,industrial_74369.jpg,val,23,blue|gray|white,1,gray|white,19.34,0.2772,59.64
train/train/industrial_74788.jpg,industrial_74788.jpg,val,23,blue|gray|white,1,gray|white,20.16,0.2808,66.5
train/train/industrial_74789.jpg,industrial_74789.jpg,train,23,blue|gray|white,1,gray|white,18.45,0.2646,69.29
train/train/industrial_74790.jpg,industrial_74790.jpg,train,23,blue|gray|white,1,gray|white,14.88,0.2382,55.09
train/train/industrial_74791.jpg,industrial_74791.jpg,train,23,blue|gray|white,1,gray|white,20.72,0.2998,71.26
train/train/industrial_74797.jpg,industrial_74797.jpg,train,23,blue|gray|white,1,gray|white,14.55,0.2059,52.47
train/train/industrial_74808.jpg,industrial_74808.jpg,test,23,blue|gray|white,1,gray|white,16.78,0.2493,46.85
train/train/industrial_74810.jpg,industrial_74810.jpg,test,23,blue|gray|white,1,gray|white,17.92,0.2709,60.1
test/industrial_74813.jpg,industrial_74813.jpg,train,23,blue|gray|white,1,gray|white,13.43,0.2302,47.36
train/train/industrial_74814.jpg,industrial_74814.jpg,train,23,blue|gray|white,1,gray|white,20.68,0.2774,71.15
train/train/industrial_74818.jpg,industrial_74818.jpg,val,23,blue|gray|white,1,gray|white,13.16,0.2479,40.18
train/train/industrial_74819.jpg,industrial_74819.jpg,test,23,blue|gray|white,1,gray|white,12.75,0.2133,46.88
train/train/industrial_74829.jpg,industrial_74829.jpg,val,23,blue|gray|white,1,gray|white,13.32,0.2056,39.99
train/train/industrial_74877.jpg,industrial_74877.jpg,train,23,blue|gray|white,1,gray|white,12.15,0.1928,61.33
train/train/nature_36210.jpg,nature_36210.jpg,val,23,blue|gray|white,1,gray|white,24.77,0.4077,97.42
train/train/nature_36211.jpg,nature_36211.jpg,train,23,blue|gray|white,1,gray|white,23.13,0.4008,95.51
train/train/nature_36330.jpg,nature_36330.jpg,test,23,blue|gray|white,1,gray|white,27.46,0.4614,105.22
train/train/nature_36331.jpg,nature_36331.jpg,train,23,blue|gray|white,1,gray|white,24.04,0.4389,89.89
train/train/sport_41805.jpg,sport_41805.jpg,val,23,blue|gray|white,1,gray|white,13.17,0.2044,49.81
train/train/sport_41820.jpg,sport_41820.jpg,train,23,blue|gray|white,1,gray|white,20.16,0.2805,73.02
train/train/sport_41821.jpg,sport_41821.jpg,train,23,blue|gray|white,1,gray|white,17.15,0.2547,62.52
train/train/sport_41822.jpg,sport_41822.jpg,train,23,blue|gray|white,1,gray|white,17.04,0.2728,64.16
train/train/sport_41901.jpg,sport_41901.jpg,train,23,blue|gray|white,1,gray|white,14.17,0.2524,41.26
train/train/sport_41904.jpg,sport_41904.jpg,test,23,blue|gray|white,1,gray|white,13.19,0.2636,40.54
train/train/sport_41992.jpg,sport_41992.jpg,val,23,blue|gray|white,1,gray|white,19.81,0.2596,68.28
train/train/sport_42031.jpg,sport_42031.jpg,val,23,blue|gray|white,1,gray|white,16.31,0.2378,51.26
train/train/sport_42079.jpg,sport_42079.jpg,val,23,blue|gray|white,1,gray|white,15.64,0.2474,48.06
train/train/sport_42083.jpg,sport_42083.jpg,train,23,blue|gray|white,1,gray|white,26.09,0.3516,74.26
train/train/sport_42090.jpg,sport_42090.jpg,train,23,blue|gray|white,1,gray|white,17.65,0.2895,58.58
train/train/industrial_74299.jpg,industrial_74299.jpg,val,23,blue|gray|yellow,2,gray,15.63,0.3065,49.68
train/train/industrial_74667.jpg,industrial_74667.jpg,test,23,blue|green|orange,3,,24.0,0.374,70.63
val/val/industrial_74305.jpg,industrial_74305.jpg,test,23,blue|orange,2,,38.21,0.7345,88.94
train/train/industrial_74657.jpg,industrial_74657.jpg,val,23,blue|orange|red,3,,26.82,0.4177,80.54
train/train/industrial_74298.jpg,industrial_74298.jpg,train,23,blue|orange|white,2,white,18.22,0.2746,60.16
train/train/industrial_74352.jpg,industrial_74352.jpg,train,23,blue|orange|white,2,white,17.38,0.2931,53.98
train/train/industrial_74811.jpg,industrial_74811.jpg,train,23,blue|orange|white,2,white,17.27,0.2692,58.66
train/train/sport_24738.jpg,sport_24738.jpg,train,23,blue|orange|white,2,white,22.94,0.2489,60.42
test/sport_42061.jpg,sport_42061.jpg,train,23,blue|orange|white,2,white,13.68,0.2466,42.38
val/val/industrial_74344.jpg,industrial_74344.jpg,val,23,blue|orange|yellow,3,,16.65,0.2497,50.15
train/train/sport_41798.jpg,sport_41798.jpg,train,23,blue|orange|yellow,3,,21.72,0.3192,54.26
train/train/industrial_74316.jpg,industrial_74316.jpg,test,23,blue|pink|red,3,,41.42,0.5151,88.83
train/train/industrial_74307.jpg,industrial_74307.jpg,train,23,blue|red,2,,48.59,0.5889,102.57
train/train/industrial_74309.jpg,industrial_74309.jpg,train,23,blue|red,2,,44.84,0.5649,97.37
train/train/industrial_39142.jpg,industrial_39142.jpg,train,23,blue|red|white,2,white,26.74,0.3692,84.99
train/train/industrial_74295.jpg,industrial_74295.jpg,val,23,blue|red|white,2,white,16.79,0.2738,61.96
test/industrial_74353.jpg,industrial_74353.jpg,train,23,blue|red|white,2,white,18.41,0.2724,64.24
test/industrial_74806.jpg,industrial_74806.jpg,train,23,blue|red|white,2,white,17.14,0.2788,54.22
train/train/industrial_74812.jpg,industrial_74812.jpg,train,23,blue|red|white,2,white,14.46,0.248,41.65
train/train/sport_42064.jpg,sport_42064.jpg,train,23,blue|red|white,2,white,14.61,0.2388,53.06
train/train/industrial_96414.jpg,industrial_96414.jpg,train,23,blue|white,1,white,21.66,0.2819,62.07
train/train/sport_42089.jpg,sport_42089.jpg,val,23,blue|white,1,white,13.64,0.2426,46.94
train/train/sport_42102.jpg,sport_42102.jpg,train,23,blue|white,1,white,20.58,0.3155,63.54
train/train/sport_43725.jpg,sport_43725.jpg,train,23,blue|white,1,white,21.66,0.2819,62.07
train/train/industrial_74293.jpg,industrial_74293.jpg,train,23,blue|white|yellow,2,white,13.84,0.2086,43.28
train/train/industrial_74837.jpg,industrial_74837.jpg,train,23,blue|white|yellow,2,white,16.46,0.2059,57.48
train/train/sport_41739.jpg,sport_41739.jpg,train,23,blue|white|yellow,2,white,36.15,0.4404,122.2
train/train/industrial_74315.jpg,industrial_74315.jpg,train,23,blue|yellow,2,,40.35,0.6281,78.81
train/train/industrial_74324.jpg,industrial_74324.jpg,test,23,blue|yellow,2,,42.4,0.6139,86.84
train/train/industrial_74459.jpg,industrial_74459.jpg,train,23,blue|yellow,2,,34.9,0.6738,84.01
train/train/sport_1729.jpg,sport_1729.jpg,train,23,blue|yellow,2,,30.26,0.3325,64.48
train/train/industrial_74320.jpg,industrial_74320.jpg,train,23,brown,1,,31.06,0.7155,43.42
train/train/industrial_108547.jpg,industrial_108547.jpg,val,23,brown|gray,1,gray,15.11,0.2545,53.59
train/train/nature_64626.jpg,nature_64626.jpg,train,23,brown|gray|orange,2,gray,21.25,0.3376,60.58
train/train/sport_41737.jpg,sport_41737.jpg,train,23,brown|gray|orange,2,gray,22.61,0.3489,73.21
train/train/sport_41920.jpg,sport_41920.jpg,train,23,brown|gray|orange,2,gray,23.15,0.4034,77.6
train/train/sport_41923.jpg,sport_41923.jpg,val,23,brown|gray|orange,2,gray,25.2,0.4158,59.58
train/train/sport_41929.jpg,sport_41929.jpg,train,23,brown|gray|orange,2,gray,19.23,0.5287,46.14
train/train/sport_42124.jpg,sport_42124.jpg,train,23,brown|gray|orange,2,gray,24.43,0.4719,62.39
train/train/nature_75007.jpg,nature_75007.jpg,train,23,brown|gray|red,2,gray,13.11,0.2303,44.45
train/train/sport_16730.jpg,sport_16730.jpg,train,23,brown|gray|red,2,gray,15.8,0.3259,57.75
train/train/sport_41930.jpg,sport_41930.jpg,test,23,brown|gray|red,2,gray,20.41,0.369,48.01
train/train/industrial_74134.jpg,industrial_74134.jpg,train,23,brown|gray|white,1,gray|white,18.51,0.2802,60.89
train/train/industrial_74285.jpg,industrial_74285.jpg,train,23,brown|gray|white,1,gray|white,13.24,0.2166,44.51
train/train/industrial_74286.jpg,industrial_74286.jpg,train,23,brown|gray|white,1,gray|white,11.04,0.189,40.28
train/train/sport_41803.jpg,sport_41803.jpg,test,23,brown|gray|white,1,gray|white,11.09,0.1924,41.2
train/train/sport_41922.jpg,sport_41922.jpg,train,23,brown|gray|yellow,2,gray,17.85,0.3212,54.76
train/train/sport_42141.jpg,sport_42141.jpg,train,23,brown|gray|yellow,2,gray,23.1,0.4497,67.11
train/train/industrial_75018.jpg,industrial_75018.jpg,train,23,brown|green|orange,3,,24.99,0.5028,56.8
train/train/industrial_74463.jpg,industrial_74463.jpg,val,23,brown|green|yellow,3,,36.15,0.7815,70.2
train/train/industrial_74464.jpg,industrial_74464.jpg,val,23,brown|green|yellow,3,,36.15,0.7815,70.2
train/train/industrial_74465.jpg,industrial_74465.jpg,val,23,brown|green|yellow,3,,36.15,0.7815,70.2
test/industrial_74466.jpg,industrial_74466.jpg,val,23,brown|green|yellow,3,,36.15,0.7815,70.2
train/train/industrial_74473.jpg,industrial_74473.jpg,train,23,brown|green|yellow,3,,34.29,0.8344,66.77
train/train/industrial_74989.jpg,industrial_74989.jpg,train,23,brown|green|yellow,3,,40.07,0.7067,85.43
train/train/industrial_75017.jpg,industrial_75017.jpg,train,23,brown|green|yellow,3,,27.41,0.5264,62.16
train/train/industrial_74313.jpg,industrial_74313.jpg,val,23,brown|orange,2,,51.65,0.8531,77.13
train/train/industrial_74468.jpg,industrial_74468.jpg,train,23,brown|orange,2,,38.91,0.8509,79.4
train/train/industrial_74897.jpg,industrial_74897.jpg,train,23,brown|orange,2,,30.78,0.6064,59.71
train/train/industrial_74945.jpg,industrial_74945.jpg,train,23,brown|orange,2,,32.7,0.6638,66.61
val/val/industrial_74951.jpg,industrial_74951.jpg,test,23,brown|orange,2,,33.39,0.6796,61.39
val/val/industrial_74980.jpg,industrial_74980.jpg,test,23,brown|orange,2,,37.58,0.731,66.04
train/train/sport_42155.jpg,sport_42155.jpg,train,23,brown|orange,2,,29.02,0.5119,69.29
val/val/industrial_74314.jpg,industrial_74314.jpg,test,23,brown|orange|red,3,,39.57,0.8209,66.83
train/train/industrial_74470.jpg,industrial_74470.jpg,train,23,brown|orange|red,3,,36.65,0.8322,74.28
train/train/industrial_74942.jpg,industrial_74942.jpg,test,23,brown|orange|red,3,,33.22,0.6592,57.07
train/train/industrial_74958.jpg,industrial_74958.jpg,train,23,brown|orange|red,3,,36.79,0.8499,80.58
train/train/industrial_74960.jpg,industrial_74960.jpg,train,23,brown|orange|red,3,,22.07,0.7876,52.44
train/train/industrial_74979.jpg,industrial_74979.jpg,train,23,brown|orange|red,3,,24.56,0.6604,53.11
train/train/industrial_75000.jpg,industrial_75000.jpg,val,23,brown|orange|red,3,,28.14,0.5369,56.12
train/train/industrial_75024.jpg,industrial_75024.jpg,val,23,brown|orange|red,3,,38.27,0.6339,79.8
train/train/nature_36282.jpg,nature_36282.jpg,train,23,brown|orange|red,3,,25.93,0.5312,48.64
train/train/sport_41691.jpg,sport_41691.jpg,val,23,brown|orange|red,3,,36.69,0.8166,68.82
train/train/sport_41881.jpg,sport_41881.jpg,val,23,brown|orange|red,3,,39.76,0.6173,81.53
train/train/sport_41906.jpg,sport_41906.jpg,train,23,brown|orange|red,3,,29.98,0.5153,68.95
train/train/sport_41907.jpg,sport_41907.jpg,train,23,brown|orange|red,3,,25.36,0.4932,63.22
train/train/sport_42127.jpg,sport_42127.jpg,val,23,brown|orange|red,3,,35.15,0.6996,77.55
train/train/sport_42133.jpg,sport_42133.jpg,train,23,brown|orange|red,3,,22.73,0.5616,50.82
test/sport_42157.jpg,sport_42157.jpg,train,23,brown|orange|red,3,,27.28,0.7806,54.23
train/train/industrial_74902.jpg,industrial_74902.jpg,test,23,brown|orange|white,2,white,15.48,0.2977,35.33
test/industrial_74334.jpg,industrial_74334.jpg,train,23,brown|orange|yellow,3,,47.94,0.8648,74.58
train/train/industrial_74899.jpg,industrial_74899.jpg,val,23,brown|orange|yellow,3,,25.1,0.4141,70.25
train/train/sport_41879.jpg,sport_41879.jpg,val,23,brown|orange|yellow,3,,36.01,0.5881,82.87
train/train/sport_42148.jpg,sport_42148.jpg,train,23,brown|orange|yellow,3,,38.42,0.7535,85.59
train/train/industrial_74972.jpg,industrial_74972.jpg,val,23,brown|red,2,,39.39,0.7532,79.38
val/val/industrial_74916.jpg,industrial_74916.jpg,train,23,brown|red|yellow,3,,32.2,0.535,82.48
train/train/industrial_74931.jpg,industrial_74931.jpg,train,23,brown|red|yellow,3,,42.24,0.7825,80.69
train/train/industrial_74964.jpg,industrial_74964.jpg,train,23,brown|red|yellow,3,,25.56,0.7324,48.67
train/train/industrial_74978.jpg,industrial_74978.jpg,train,23,brown|red|yellow,3,,25.12,0.6307,64.95
train/train/industrial_74990.jpg,industrial_74990.jpg,test,23,brown|red|yellow,3,,29.96,0.7839,54.66
val/val/industrial_75010.jpg,industrial_75010.jpg,train,23,brown|red|yellow,3,,27.44,0.7361,55.39
train/train/industrial_74319.jpg,industrial_74319.jpg,train,23,brown|yellow,2,,38.21,0.5773,78.79
train/train/industrial_74333.jpg,industrial_74333.jpg,val,23,brown|yellow,2,,45.23,0.7859,82.98
train/train/industrial_74467.jpg,industrial_74467.jpg,train,23,brown|yellow,2,,41.46,0.8542,85.75
train/train/industrial_74970.jpg,industrial_74970.jpg,train,23,brown|yellow,2,,26.4,0.6464,51.93
train/train/industrial_75014.jpg,industrial_75014.jpg,train,23,brown|yellow,2,,33.11,0.5867,67.83
val/val/sport_42150.jpg,sport_42150.jpg,train,23,brown|yellow,2,,37.66,0.7226,76.69
train/train/industrial_74202.jpg,industrial_74202.jpg,train,23,cyan|gray,1,gray,10.8,0.2189,45.64
train/train/industrial_74226.jpg,industrial_74226.jpg,test,23,cyan|gray,1,gray,11.48,0.2232,38.25
train/train/sport_22740.jpg,sport_22740.jpg,train,23,cyan|gray|orange,2,gray,27.29,0.5545,85.32
train/train/industrial_74483.jpg,industrial_74483.jpg,train,23,cyan|gray|red,2,gray,27.79,0.3909,100.64
val/val/industrial_74658.jpg,industrial_74658.jpg,train,23,cyan|gray|red,2,gray,18.57,0.3657,50.5
train/train/industrial_74601.jpg,industrial_74601.jpg,val,23,cyan|gray|white,1,gray|white,12.85,0.2695,55.13
train/train/industrial_74602.jpg,industrial_74602.jpg,train,23,cyan|gray|white,1,gray|white,12.92,0.2939,48.95
train/train/industrial_74689.jpg,industrial_74689.jpg,val,23,cyan|gray|white,1,gray|white,15.77,0.2604,56.29
train/train/industrial_98124.jpg,industrial_98124.jpg,train,23,cyan|gray|white,1,gray|white,13.98,0.2197,58.44
train/train/industrial_98169.jpg,industrial_98169.jpg,train,23,cyan|gray|white,1,gray|white,16.08,0.2336,38.76
test/sport_41744.jpg,sport_41744.jpg,train,23,cyan|gray|white,1,gray|white,16.6,0.2564,70.34
train/train/sport_41747.jpg,sport_41747.jpg,train,23,cyan|gray|white,1,gray|white,15.06,0.2407,63.23
train/train/sport_41987.jpg,sport_41987.jpg,train,23,cyan|gray|white,1,gray|white,19.14,0.2776,72.86
train/train/industrial_74821.jpg,industrial_74821.jpg,train,23,cyan|gray|yellow,2,gray,18.62,0.285,58.52
train/train/industrial_75004.jpg,industrial_75004.jpg,train,23,cyan|gray|yellow,2,gray,15.35,0.2932,37.5
test/industrial_74105.jpg,industrial_74105.jpg,val,23,gray,0,gray,10.93,0.199,36.48
train/train/sport_41890.jpg,sport_41890.jpg,val,23,gray,0,gray,15.12,0.2242,39.96
train/train/sport_41896.jpg,sport_41896.jpg,val,23,gray,0,gray,9.67,0.1911,37.13
train/train/sport_41900.jpg,sport_41900.jpg,test,23,gray,0,gray,14.99,0.2405,43.51
train/train/sport_41956.jpg,sport_41956.jpg,test,23,gray,0,gray,17.81,0.2549,63.13
train/train/sport_41990.jpg,sport_41990.jpg,test,23,gray,0,gray,17.75,0.278,80.95
train/train/sport_41993.jpg,sport_41993.jpg,train,23,gray,0,gray,13.95,0.2317,50.01
train/train/sport_41997.jpg,sport_41997.jpg,train,23,gray,0,gray,11.15,0.1897,38.96
train/train/industrial_74538.jpg,industrial_74538.jpg,train,23,gray|green,1,gray,14.1,0.1973,50.0
train/train/industrial_74542.jpg,industrial_74542.jpg,val,23,gray|green,1,gray,26.76,0.3596,76.56
train/train/sport_41712.jpg,sport_41712.jpg,train,23,gray|green,1,gray,16.24,0.247,50.78
val/val/sport_41720.jpg,sport_41720.jpg,train,23,gray|green,1,gray,13.0,0.2111,45.89
train/train/sport_41996.jpg,sport_41996.jpg,train,23,gray|green,1,gray,12.3,0.209,37.44
train/train/sport_42007.jpg,sport_42007.jpg,train,23,gray|green,1,gray,11.84,0.2105,39.76
train/train/industrial_74653.jpg,industrial_74653.jpg,train,23,gray|green|orange,2,gray,16.27,0.2851,63.18
train/train/sport_41953.jpg,sport_41953.jpg,train,23,gray|green|orange,2,gray,20.77,0.2529,60.86
train/train/sport_41979.jpg,sport_41979.jpg,val,23,gray|green|orange,2,gray,24.8,0.3818,72.47
train/train/industrial_74446.jpg,industrial_74446.jpg,val,23,gray|green|red,2,gray,21.74,0.3182,57.95
train/train/sport_41721.jpg,sport_41721.jpg,train,23,gray|green|red,2,gray,15.66,0.263,61.17
train/train/industrial_74800.jpg,industrial_74800.jpg,train,23,gray|green|white,1,gray|white,20.23,0.2547,61.68
train/train/sport_41764.jpg,sport_41764.jpg,train,23,gray|green|white,1,gray|white,17.04,0.238,47.89
train/train/sport_41765.jpg,sport_41765.jpg,train,23,gray|green|white,1,gray|white,18.97,0.2479,51.07
train/train/sport_42051.jpg,sport_42051.jpg,val,23,gray|green|white,1,gray|white,17.43,0.2263,53.73
train/train/sport_9339.jpg,sport_9339.jpg,train,23,gray|green|white,1,gray|white,26.19,0.2828,77.51
train/train/industrial_74971.jpg,industrial_74971.jpg,val,23,gray|green|yellow,2,gray,28.37,0.5499,76.46
train/train/sport_41891.jpg,sport_41891.jpg,train,23,gray|green|yellow,2,gray,20.22,0.3092,42.93
train/train/sport_41902.jpg,sport_41902.jpg,train,23,gray|green|yellow,2,gray,22.6,0.3141,50.18
