cluster_k98,version,n_colors,n_chromatic,achromatic_set,count,n_train,n_val,n_test,mean_chroma,std_chroma,mean_saturation,std_saturation,mean_colorfulness
59,blue|cyan|yellow,3,3,,1,1,0,0,23.78,0.0,0.6058,0.0,76.09
59,blue|cyan|white,3,2,white,1,1,0,0,26.76,0.0,0.3822,0.0,71.79
59,blue|yellow,2,2,,1,1,0,0,36.62,0.0,0.6527,0.0,132.09
59,gray|yellow,2,1,gray,1,1,0,0,26.47,0.0,0.4068,0.0,63.31
59,blue|green|yellow,3,3,,1,1,0,0,19.49,0.0,0.4184,0.0,45.93
59,blue|brown|green,3,3,,1,1,0,0,20.5,0.0,0.4552,0.0,55.61
59,black|orange|white,3,1,black|white,1,1,0,0,15.56,0.0,0.2428,0.0,48.66
59,blue|white|yellow,3,2,white,1,0,1,0,25.15,0.0,0.2973,0.0,63.6
59,gray|white,2,0,gray|white,1,1,0,0,15.33,0.0,0.208,0.0,64.0
59,cyan|white,2,1,white,1,0,1,0,21.97,0.0,0.358,0.0,85.6
59,cyan|white|yellow,3,2,white,1,1,0,0,21.83,0.0,0.3045,0.0,95.04
59,black|green|white,3,1,black|white,1,1,0,0,34.04,0.0,0.4828,0.0,83.21
59,cyan|green|white,3,2,white,1,0,1,0,20.73,0.0,0.3176,0.0,62.75
59,black|gray|orange,3,1,black|gray,1,0,1,0,12.39,0.0,0.2325,0.0,48.78
59,cyan|red|yellow,3,3,,1,0,0,1,34.6,0.0,0.4252,0.0,96.61
59,black|orange,2,1,black,1,1,0,0,20.28,0.0,0.2936,0.0,54.12
59,black|red|white,3,1,black|white,1,1,0,0,20.29,0.0,0.3199,0.0,78.69
59,black|brown|gray,3,1,black|gray,1,1,0,0,10.89,0.0,0.3385,0.0,36.13
59,black|gray|red,3,1,black|gray,1,0,1,0,12.85,0.0,0.1965,0.0,51.71
59,magenta,1,1,,1,0,1,0,29.89,0.0,0.5294,0.0,55.5
59,gray|magenta|white,3,1,gray|white,1,1,0,0,15.31,0.0,0.1939,0.0,55.55
59,gray|purple|white,3,1,gray|white,1,0,0,1,13.81,0.0,0.3054,0.0,45.9
60,orange|red|white,3,2,white,1,1,0,0,12.77,0.0,0.2842,0.0,31.54
60,blue|cyan|white,3,2,white,1,1,0,0,10.31,0.0,0.4028,0.0,29.96
60,brown|yellow,2,2,,1,1,0,0,20.19,0.0,0.4283,0.0,45.49
60,blue|green|yellow,3,3,,1,0,0,1,17.78,0.0,0.3867,0.0,38.68
60,brown|cyan|green,3,3,,1,1,0,0,9.85,0.0,0.4616,0.0,46.77
60,blue|brown|yellow,3,3,,1,0,1,0,18.38,0.0,0.3838,0.0,49.68
60,black|blue,2,1,black,1,0,0,1,25.8,0.0,0.6093,0.0,61.96
60,blue|orange,2,2,,1,0,1,0,18.86,0.0,0.3501,0.0,59.53
60,black|blue|white,3,1,black|white,1,1,0,0,12.58,0.0,0.2922,0.0,40.54
60,cyan|orange|white,3,2,white,1,1,0,0,14.37,0.0,0.3411,0.0,52.91
60,black|cyan|green,3,2,black,1,1,0,0,11.17,0.0,0.3636,0.0,32.57
60,black|brown|red,3,2,black,1,1,0,0,11.5,0.0,0.4244,0.0,45.43
60,gray|pink|white,3,1,gray|white,1,0,1,0,10.4,0.0,0.2879,0.0,33.53
60,brown|green,2,2,,1,1,0,0,12.71,0.0,0.3736,0.0,35.03
60,blue|orange|red,3,3,,1,1,0,0,26.64,0.0,0.6022,0.0,90.66
60,red,1,1,,1,0,1,0,19.33,0.0,0.5179,0.0,51.33
60,black|blue|cyan,3,2,black,1,0,0,1,11.58,0.0,0.3839,0.0,49.43
61,brown|gray|purple,3,2,gray,1,0,1,0,17.74,0.0,0.2753,0.0,46.21
61,blue|white,2,1,white,1,1,0,0,22.76,0.0,0.2702,0.0,38.81
61,red|white,2,1,white,1,0,1,0,18.22,0.0,0.3045,0.0,37.07
61,green|white|yellow,3,2,white,1,1,0,0,14.44,0.0,0.3011,0.0,42.23
61,black|brown|pink,3,2,black,1,1,0,0,14.58,0.0,0.4548,0.0,43.85
61,black|brown|red,3,2,black,1,1,0,0,20.06,0.0,0.481,0.0,60.04
61,brown|gray|pink,3,2,gray,1,1,0,0,9.2,0.0,0.3273,0.0,28.58
61,gray|orange|pink,3,2,gray,1,1,0,0,8.02,0.0,0.3212,0.0,27.63
61,black|brown,2,1,black,1,1,0,0,8.35,0.0,0.2801,0.0,27.86
61,black|blue,2,1,black,1,1,0,0,13.23,0.0,0.4251,0.0,44.04
61,black|brown|gray,3,1,black|gray,1,0,1,0,13.75,0.0,0.3119,0.0,42.05
61,brown|orange|yellow,3,3,,1,1,0,0,27.37,0.0,0.5344,0.0,71.62
61,brown|yellow,2,2,,1,0,1,0,21.48,0.0,0.3457,0.0,34.98
61,cyan|orange|yellow,3,3,,1,1,0,0,18.29,0.0,0.3813,0.0,54.29
61,black|green|orange,3,2,black,1,1,0,0,12.66,0.0,0.2596,0.0,46.88
61,cyan|white,2,1,white,1,1,0,0,16.81,0.0,0.7209,0.0,72.81
61,blue|cyan|gray,3,2,gray,1,1,0,0,8.37,0.0,0.2622,0.0,36.83
61,blue|orange|yellow,3,3,,1,1,0,0,15.6,0.0,0.462,0.0,41.47
61,blue|gray,2,1,gray,1,1,0,0,20.73,0.0,0.551,0.0,44.85
61,blue|yellow,2,2,,1,1,0,0,10.51,0.0,0.3086,0.0,31.79
61,gray|green|red,3,2,gray,1,1,0,0,10.88,0.0,0.2572,0.0,37.24
61,cyan|gray|white,3,1,gray|white,1,0,1,0,13.3,0.0,0.2475,0.0,41.23
61,cyan|gray|yellow,3,2,gray,1,1,0,0,13.9,0.0,0.4238,0.0,39.66
61,brown|pink|red,3,3,,1,1,0,0,19.46,0.0,0.4033,0.0,37.72
61,pink|red,2,2,,1,1,0,0,19.83,0.0,0.6559,0.0,45.47
61,magenta|pink,2,2,,1,1,0,0,18.18,0.0,0.3819,0.0,29.42
61,gray|magenta|orange,3,2,gray,1,1,0,0,24.23,0.0,0.3949,0.0,60.23
61,gray|green|pink,3,2,gray,1,1,0,0,19.28,0.0,0.3345,0.0,40.46
61,brown|pink|yellow,3,3,,1,1,0,0,26.01,0.0,0.4416,0.0,52.58
61,magenta|orange,2,2,,1,0,1,0,27.51,0.0,0.5967,0.0,59.22
61,cyan|gray|green,3,2,gray,1,1,0,0,18.57,0.0,0.3546,0.0,43.85
61,green|red,2,2,,1,1,0,0,32.24,0.0,0.7167,0.0,90.82
61,brown|cyan|green,3,3,,1,1,0,0,15.88,0.0,0.6888,0.0,52.96
61,cyan|green|orange,3,3,,1,1,0,0,25.83,0.0,0.6509,0.0,89.29
61,gray|green|yellow,3,2,gray,1,1,0,0,22.82,0.0,0.3951,0.0,55.06
61,black|cyan|yellow,3,2,black,1,1,0,0,11.51,0.0,0.3867,0.0,32.05
61,brown|gray|green,3,2,gray,1,0,1,0,16.83,0.0,0.4703,0.0,41.51
61,blue|cyan|orange,3,3,,1,1,0,0,9.54,0.0,0.2446,0.0,35.62
61,blue|orange|red,3,3,,1,1,0,0,28.04,0.0,0.4608,0.0,95.68
61,blue|brown|orange,3,3,,1,1,0,0,12.13,0.0,0.3049,0.0,37.68
61,brown|gray|yellow,3,2,gray,1,0,1,0,21.86,0.0,0.4013,0.0,49.56
61,black|blue|red,3,2,black,1,0,1,0,18.02,0.0,0.3863,0.0,60.44
61,blue|brown|cyan,3,3,,1,1,0,0,14.55,0.0,0.3573,0.0,45.46
61,blue|green,2,2,,1,1,0,0,14.85,0.0,0.4259,0.0,30.95
61,black|blue|brown,3,2,black,1,0,0,1,7.59,0.0,0.5151,0.0,26.57
61,black|blue|orange,3,2,black,1,0,1,0,9.57,0.0,0.2986,0.0,34.24
61,green|orange|yellow,3,3,,1,0,1,0,15.02,0.0,0.6013,0.0,37.48
61,gray|yellow,2,1,gray,1,1,0,0,18.26,0.0,0.2367,0.0,37.89
61,brown|orange,2,2,,1,1,0,0,18.4,0.0,0.3635,0.0,44.79
61,gray|green|orange,3,2,gray,1,1,0,0,20.05,0.0,0.3242,0.0,50.08
61,blue|gray|red,3,2,gray,1,0,0,1,18.81,0.0,0.3661,0.0,48.69
61,gray|magenta,2,1,gray,1,0,0,1,24.42,0.0,0.4684,0.0,48.94
61,cyan|green|yellow,3,3,,1,1,0,0,18.35,0.0,0.4581,0.0,47.46
61,black|pink|red,3,2,black,1,1,0,0,17.05,0.0,0.463,0.0,76.71
62,gray|purple,2,1,gray,1,0,1,0,14.37,0.0,0.2227,0.0,46.85
62,blue|gray|red,3,2,gray,1,1,0,0,29.13,0.0,0.4258,0.0,95.94
62,brown|green|orange,3,3,,1,1,0,0,23.36,0.0,0.4388,0.0,52.39
62,black|blue|orange,3,2,black,1,1,0,0,15.23,0.0,0.2642,0.0,57.15
62,black|brown,2,1,black,1,1,0,0,9.7,0.0,0.2061,0.0,44.9
62,gray|pink|white,3,1,gray|white,1,0,1,0,13.76,0.0,0.1998,0.0,35.07
62,green|red|white,3,2,white,1,1,0,0,20.36,0.0,0.4234,0.0,70.07
62,gray|purple|yellow,3,2,gray,1,1,0,0,31.45,0.0,0.3735,0.0,73.19
62,purple|yellow,2,2,,1,0,0,1,22.77,0.0,0.256,0.0,43.68
62,orange|pink|white,3,2,white,1,1,0,0,30.09,0.0,0.3816,0.0,73.12
62,red|white,2,1,white,1,1,0,0,43.31,0.0,0.5354,0.0,93.94
62,blue|brown|white,3,2,white,1,0,1,0,14.46,0.0,0.2849,0.0,60.66
62,blue|cyan|gray,3,2,gray,1,1,0,0,18.5,0.0,0.2603,0.0,52.85
62,gray|green,2,1,gray,1,1,0,0,10.73,0.0,0.1941,0.0,37.97
62,brown|gray|pink,3,2,gray,1,1,0,0,13.01,0.0,0.285,0.0,25.97
62,brown|yellow,2,2,,1,1,0,0,23.73,0.0,0.301,0.0,39.78
62,red|white|yellow,3,2,white,1,1,0,0,36.27,0.0,0.4255,0.0,93.55
62,gray|orange|pink,3,2,gray,1,0,0,1,17.73,0.0,0.2173,0.0,61.72
62,cyan|gray|yellow,3,2,gray,1,1,0,0,13.93,0.0,0.2427,0.0,58.55
62,cyan|white,2,1,white,1,1,0,0,22.38,0.0,0.5308,0.0,69.28
62,gray|green|yellow,3,2,gray,1,0,0,1,22.31,0.0,0.2816,0.0,77.67
62,white,1,0,white,1,0,1,0,15.49,0.0,0.2015,0.0,76.39
62,black|gray,2,0,black|gray,1,0,1,0,10.23,0.0,0.1855,0.0,41.05
62,black|blue|brown,3,2,black,1,0,1,0,12.48,0.0,0.2559,0.0,41.62
62,black|white|yellow,3,1,black|white,1,1,0,0,14.0,0.0,0.206,0.0,54.81
62,cyan|red,2,2,,1,0,0,1,30.94,0.0,0.7771,0.0,117.28
62,black|cyan|gray,3,1,black|gray,1,1,0,0,11.15,0.0,0.2623,0.0,64.42
62,black|brown|orange,3,2,black,1,0,1,0,10.79,0.0,0.2264,0.0,45.38
62,green|orange|red,3,3,,1,1,0,0,21.81,0.0,0.5003,0.0,64.38
62,magenta|white,2,1,white,1,0,1,0,22.92,0.0,0.2864,0.0,40.68
62,brown|orange,2,2,,1,1,0,0,21.3,0.0,0.3582,0.0,42.98
62,green|yellow,2,2,,1,0,0,1,42.63,0.0,0.6429,0.0,98.08
63,cyan|gray|white,3,1,gray|white,1,1,0,0,14.57,0.0,0.2616,0.0,54.73
63,green|orange|white,3,2,white,1,1,0,0,32.65,0.0,0.4845,0.0,90.83
63,yellow,1,1,,1,0,1,0,16.5,0.0,0.2932,0.0,30.17
63,black|blue|pink,3,2,black,1,0,0,1,16.08,0.0,0.2879,0.0,59.82
63,blue|brown|red,3,3,,1,1,0,0,21.91,0.0,0.3936,0.0,76.44
63,red|yellow,2,2,,1,1,0,0,76.8,0.0,0.7998,0.0,141.12
63,black|brown|red,3,2,black,1,1,0,0,18.31,0.0,0.2904,0.0,88.84
63,gray|yellow,2,1,gray,1,1,0,0,28.62,0.0,0.2753,0.0,53.8
63,gray|green|purple,3,2,gray,1,1,0,0,26.03,0.0,0.3338,0.0,68.22
63,cyan|gray|green,3,2,gray,1,1,0,0,19.31,0.0,0.3177,0.0,39.81
63,blue|orange,2,2,,1,1,0,0,48.95,0.0,0.62,0.0,137.2
63,gray|purple|white,3,1,gray|white,1,1,0,0,28.86,0.0,0.3644,0.0,89.85
63,brown|yellow,2,2,,1,1,0,0,13.77,0.0,0.4179,0.0,28.05
63,brown|gray|white,3,1,gray|white,1,0,1,0,11.31,0.0,0.234,0.0,61.66
63,gray|green|white,3,1,gray|white,1,1,0,0,20.0,0.0,0.3057,0.0,53.98
63,blue|green|red,3,3,,1,1,0,0,33.26,0.0,0.4616,0.0,94.8
63,gray|orange|purple,3,2,gray,1,0,1,0,36.84,0.0,0.4655,0.0,98.6
63,black|blue|brown,3,2,black,1,1,0,0,19.01,0.0,0.3707,0.0,48.58
63,cyan|white,2,1,white,1,0,0,1,15.74,0.0,0.446,0.0,66.54
63,pink|red|white,3,2,white,1,1,0,0,23.33,0.0,0.412,0.0,77.35
63,green|red|yellow,3,3,,1,1,0,0,45.38,0.0,0.4853,0.0,116.54
63,orange|white,2,1,white,1,1,0,0,42.89,0.0,0.5321,0.0,95.24
63,gray|magenta|pink,3,2,gray,1,1,0,0,24.94,0.0,0.3492,0.0,76.82
63,gray|pink,2,1,gray,1,1,0,0,27.99,0.0,0.3887,0.0,61.26
63,gray,1,0,gray,1,1,0,0,8.35,0.0,0.1899,0.0,38.34
63,gray|purple,2,1,gray,1,1,0,0,24.1,0.0,0.3612,0.0,45.66
63,gray|purple|yellow,3,2,gray,1,1,0,0,30.92,0.0,0.3591,0.0,103.23
63,gray|white,2,0,gray|white,1,1,0,0,15.05,0.0,0.2076,0.0,70.83
63,blue|white|yellow,3,2,white,1,1,0,0,11.26,0.0,0.2277,0.0,36.79
63,white,1,0,white,1,1,0,0,17.18,0.0,0.1942,0.0,39.89
63,black|cyan|gray,3,1,black|gray,1,1,0,0,7.01,0.0,0.1984,0.0,39.9
63,cyan|gray|red,3,2,gray,1,1,0,0,16.14,0.0,0.2462,0.0,64.76
63,red|white|yellow,3,2,white,1,1,0,0,55.08,0.0,0.7103,0.0,142.57
63,cyan|green|white,3,2,white,1,1,0,0,23.46,0.0,0.5092,0.0,73.5
63,green|white,2,1,white,1,1,0,0,22.42,0.0,0.2116,0.0,59.38
63,brown|orange|white,3,2,white,1,0,1,0,12.72,0.0,0.1894,0.0,58.45
63,orange|yellow,2,2,,1,1,0,0,43.11,0.0,0.4919,0.0,80.33
63,cyan|white|yellow,3,2,white,1,1,0,0,22.4,0.0,0.2378,0.0,60.07
63,gray|pink|yellow,3,2,gray,1,1,0,0,37.91,0.0,0.422,0.0,109.31
63,brown|gray|purple,3,2,gray,1,0,0,1,18.03,0.0,0.2591,0.0,35.82
63,blue|yellow,2,2,,1,1,0,0,43.08,0.0,0.5274,0.0,103.56
63,cyan|red|white,3,2,white,1,1,0,0,37.71,0.0,0.5516,0.0,151.57
64,blue|green|yellow,3,3,,1,1,0,0,17.12,0.0,0.3742,0.0,32.96
64,gray|pink|purple,3,2,gray,1,1,0,0,18.82,0.0,0.3657,0.0,33.32
64,gray|magenta|purple,3,2,gray,1,0,0,1,22.78,0.0,0.4134,0.0,35.01
64,brown|gray|purple,3,2,gray,1,1,0,0,19.9,0.0,0.4707,0.0,44.34
64,orange|white|yellow,3,2,white,1,1,0,0,21.75,0.0,0.32,0.0,33.74
64,green|red|white,3,2,white,1,0,1,0,13.7,0.0,0.3124,0.0,34.47
64,blue|magenta|red,3,3,,1,1,0,0,22.52,0.0,0.3826,0.0,53.69
64,black|brown|red,3,2,black,1,1,0,0,11.52,0.0,0.3447,0.0,36.24
64,green|red,2,2,,1,0,1,0,23.82,0.0,0.5555,0.0,48.32
64,blue|cyan|gray,3,2,gray,1,1,0,0,13.32,0.0,0.2648,0.0,44.64
64,brown|gray|green,3,2,gray,1,1,0,0,16.2,0.0,0.4682,0.0,38.27
64,black|gray|orange,3,1,black|gray,1,1,0,0,16.16,0.0,0.2791,0.0,57.99
64,black|brown|gray,3,1,black|gray,1,1,0,0,9.73,0.0,0.2977,0.0,31.93
64,brown|red|white,3,2,white,1,1,0,0,14.09,0.0,0.3656,0.0,29.25
64,brown|gray|white,3,1,gray|white,1,0,1,0,13.44,0.0,0.2579,0.0,35.1
64,blue|gray|white,3,1,gray|white,1,0,1,0,13.25,0.0,0.194,0.0,37.7
64,brown,1,1,,1,0,0,1,16.19,0.0,0.497,0.0,29.04
64,gray|magenta|pink,3,2,gray,1,1,0,0,18.46,0.0,0.3512,0.0,32.7
64,blue|gray|pink,3,2,gray,1,0,1,0,22.49,0.0,0.3242,0.0,48.17
64,black|blue|red,3,2,black,1,1,0,0,13.73,0.0,0.3145,0.0,28.57
64,blue|pink,2,2,,1,1,0,0,21.27,0.0,0.3539,0.0,45.6
64,brown|orange|yellow,3,3,,1,1,0,0,18.69,0.0,0.3744,0.0,45.58
65,black|orange,2,1,black,1,1,0,0,16.0,0.0,0.2779,0.0,58.09
65,black|brown|orange,3,2,black,1,1,0,0,19.95,0.0,0.3352,0.0,61.49
65,gray|green|red,3,2,gray,1,0,0,1,23.9,0.0,0.378,0.0,59.28
65,orange,1,1,,1,0,0,1,30.45,0.0,0.3769,0.0,45.82
65,cyan|gray|red,3,2,gray,1,1,0,0,18.31,0.0,0.3506,0.0,79.26
65,black|gray|white,3,0,black|gray|white,1,1,0,0,17.13,0.0,0.2218,0.0,59.45
65,black|blue|green,3,2,black,1,1,0,0,14.63,0.0,0.3364,0.0,46.8
65,black|orange|white,3,1,black|white,1,1,0,0,21.59,0.0,0.3264,0.0,87.46
65,brown|gray|yellow,3,2,gray,1,1,0,0,15.03,0.0,0.3108,0.0,50.95
65,brown|gray|white,3,1,gray|white,1,1,0,0,16.18,0.0,0.2735,0.0,47.14
65,gray|green|yellow,3,2,gray,1,0,1,0,24.05,0.0,0.3856,0.0,55.08
65,green|white|yellow,3,2,white,1,1,0,0,48.61,0.0,0.6058,0.0,100.1
65,white,1,0,white,1,1,0,0,18.61,0.0,0.2414,0.0,67.19
65,black|gray|orange,3,1,black|gray,1,0,1,0,18.14,0.0,0.3302,0.0,62.41
65,cyan|gray|white,3,1,gray|white,1,1,0,0,9.18,0.0,0.1976,0.0,50.59
65,green|yellow,2,2,,1,0,1,0,38.5,0.0,0.5758,0.0,93.42
65,magenta|pink|yellow,3,3,,1,0,0,1,18.89,0.0,0.2817,0.0,49.06
65,black|cyan|gray,3,1,black|gray,1,1,0,0,8.26,0.0,0.2039,0.0,36.07
65,purple|red|white,3,2,white,1,1,0,0,16.52,0.0,0.3025,0.0,54.23
65,black|blue|gray,3,1,black|gray,1,0,0,1,20.09,0.0,0.296,0.0,66.3
65,black|yellow,2,1,black,1,1,0,0,36.15,0.0,0.4501,0.0,83.21
65,gray|green,2,1,gray,1,1,0,0,25.35,0.0,0.3618,0.0,72.62
65,magenta|purple|white,3,2,white,1,1,0,0,26.02,0.0,0.3409,0.0,44.44
65,blue|orange|red,3,3,,1,1,0,0,68.57,0.0,0.9163,0.0,181.48
65,cyan|gray|orange,3,2,gray,1,1,0,0,19.88,0.0,0.402,0.0,77.01
66,brown|orange|white,3,2,white,1,1,0,0,22.21,0.0,0.3325,0.0,72.06
66,magenta|orange|white,3,2,white,1,1,0,0,35.57,0.0,0.4277,0.0,118.72
66,blue|magenta,2,2,,1,1,0,0,35.44,0.0,0.3699,0.0,68.18
66,orange|purple,2,2,,1,1,0,0,57.09,0.0,0.5884,0.0,124.37
66,blue|pink,2,2,,1,1,0,0,36.19,0.0,0.4419,0.0,80.69
66,blue|brown|yellow,3,3,,1,1,0,0,40.37,0.0,0.4358,0.0,96.09
66,magenta|white|yellow,3,2,white,1,0,1,0,37.08,0.0,0.31,0.0,81.86
66,green|white|yellow,3,2,white,1,0,0,1,34.6,0.0,0.3224,0.0,70.16
66,cyan|orange|yellow,3,3,,1,0,1,0,35.69,0.0,0.3805,0.0,75.33
66,yellow,1,1,,1,1,0,0,45.47,0.0,0.418,0.0,79.68
66,cyan|yellow,2,2,,1,1,0,0,50.98,0.0,0.5494,0.0,120.56
66,gray|magenta|red,3,2,gray,1,0,1,0,14.82,0.0,0.2735,0.0,38.95
66,green,1,1,,1,1,0,0,23.45,0.0,0.4126,0.0,68.91
66,purple|white,2,1,white,1,1,0,0,25.52,0.0,0.3608,0.0,50.19
66,green|purple,2,2,,1,1,0,0,34.27,0.0,0.3388,0.0,53.91
66,magenta,1,1,,1,0,0,1,13.32,0.0,0.2781,0.0,31.89
66,pink,1,1,,1,0,1,0,14.02,0.0,0.3107,0.0,33.24
66,magenta|orange|red,3,3,,1,1,0,0,17.45,0.0,0.3448,0.0,47.62
66,black|magenta|orange,3,2,black,1,1,0,0,19.72,0.0,0.3536,0.0,57.85
66,magenta|purple|red,3,3,,1,0,1,0,20.23,0.0,0.4834,0.0,47.9
66,brown|gray|red,3,2,gray,1,0,1,0,22.37,0.0,0.385,0.0,84.64
66,black|brown|gray,3,1,black|gray,1,1,0,0,12.68,0.0,0.2479,0.0,54.63
66,pink|red,2,2,,1,1,0,0,47.04,0.0,0.4737,0.0,63.91
66,gray|purple|white,3,1,gray|white,1,1,0,0,18.43,0.0,0.2478,0.0,38.32
66,black|green,2,1,black,1,1,0,0,4.74,0.0,0.4849,0.0,34.18
66,black|orange,2,1,black,1,0,1,0,9.83,0.0,0.3031,0.0,53.67
66,black|brown|orange,3,2,black,1,1,0,0,13.17,0.0,0.3283,0.0,33.79
66,gray|magenta,2,1,gray,1,1,0,0,19.18,0.0,0.1966,0.0,44.58
66,brown|green|yellow,3,3,,1,1,0,0,27.31,0.0,0.4603,0.0,60.55
66,gray|green|yellow,3,2,gray,1,1,0,0,18.27,0.0,0.326,0.0,35.57
66,black|brown|yellow,3,2,black,1,1,0,0,24.1,0.0,0.3465,0.0,53.39
66,cyan|gray|orange,3,2,gray,1,1,0,0,20.65,0.0,0.3051,0.0,65.8
66,brown|orange|yellow,3,3,,1,1,0,0,22.45,0.0,0.3351,0.0,49.76
66,brown|gray|green,3,2,gray,1,1,0,0,24.29,0.0,0.3123,0.0,55.28
66,green|pink,2,2,,1,0,1,0,37.04,0.0,0.4012,0.0,77.49
66,cyan|magenta|orange,3,3,,1,1,0,0,27.38,0.0,0.3491,0.0,64.04
66,gray|pink|red,3,2,gray,1,1,0,0,27.02,0.0,0.3605,0.0,51.69
66,blue|green,2,2,,1,1,0,0,50.88,0.0,0.5849,0.0,93.44
66,gray|green,2,1,gray,1,1,0,0,28.41,0.0,0.4342,0.0,67.46
66,black|gray|green,3,1,black|gray,1,1,0,0,13.75,0.0,0.2394,0.0,39.58
66,cyan|gray|green,3,2,gray,1,0,0,1,22.34,0.0,0.4661,0.0,95.73
66,cyan|red,2,2,,1,0,1,0,18.52,0.0,0.4782,0.0,61.35
66,blue|green|yellow,3,3,,1,1,0,0,22.26,0.0,0.3403,0.0,54.02
66,black|gray|white,3,0,black|gray|white,1,1,0,0,10.13,0.0,0.2377,0.0,48.04
66,black|red|white,3,1,black|white,1,1,0,0,39.12,0.0,0.4311,0.0,152.81
66,black|gray|yellow,3,1,black|gray,1,1,0,0,14.56,0.0,0.2248,0.0,42.75
66,magenta|pink|yellow,3,3,,1,0,1,0,29.67,0.0,0.3777,0.0,84.49
66,black|pink|red,3,2,black,1,1,0,0,28.91,0.0,0.5824,0.0,81.12
66,blue|purple,2,2,,1,1,0,0,27.31,0.0,0.4562,0.0,41.16
66,blue|orange|yellow,3,3,,1,1,0,0,28.62,0.0,0.3665,0.0,69.81
67,black|brown|gray,3,1,black|gray,1,1,0,0,11.84,0.0,0.2768,0.0,39.43
67,blue|brown|white,3,2,white,1,0,0,1,15.7,0.0,0.2977,0.0,47.94
67,brown|orange,2,2,,1,1,0,0,20.67,0.0,0.3974,0.0,42.03
67,cyan|green|yellow,3,3,,1,1,0,0,23.37,0.0,0.369,0.0,62.32
67,gray|orange|pink,3,2,gray,1,1,0,0,22.91,0.0,0.4269,0.0,60.1
67,blue|brown|gray,3,2,gray,1,0,1,0,11.34,0.0,0.3584,0.0,39.96
67,red,1,1,,1,1,0,0,16.45,0.0,0.3581,0.0,36.84
67,black|blue|red,3,2,black,1,1,0,0,12.77,0.0,0.3308,0.0,45.1
67,gray|magenta|pink,3,2,gray,1,1,0,0,13.89,0.0,0.2265,0.0,34.35
67,red|white,2,1,white,1,1,0,0,14.43,0.0,0.316,0.0,39.75
67,gray|red,2,1,gray,1,1,0,0,16.4,0.0,0.3343,0.0,43.99
67,pink|red|white,3,2,white,1,0,1,0,13.38,0.0,0.2841,0.0,38.5
67,brown|green|yellow,3,3,,1,1,0,0,16.45,0.0,0.4487,0.0,45.12
67,pink|red,2,2,,1,1,0,0,19.7,0.0,0.4999,0.0,41.28
67,brown|green|white,3,2,white,1,0,1,0,18.93,0.0,0.3883,0.0,47.62
67,brown|red,2,2,,1,1,0,0,15.16,0.0,0.5566,0.0,43.05
67,brown|red|yellow,3,3,,1,1,0,0,19.28,0.0,0.4488,0.0,43.35
67,blue|brown|cyan,3,3,,1,1,0,0,11.59,0.0,0.5557,0.0,34.22
67,black|cyan|green,3,2,black,1,1,0,0,16.75,0.0,0.5233,0.0,51.25
67,brown|gray|yellow,3,2,gray,1,1,0,0,12.71,0.0,0.3577,0.0,29.45
67,cyan|green|red,3,3,,1,1,0,0,13.68,0.0,0.3767,0.0,39.34
67,cyan|green|orange,3,3,,1,0,0,1,18.1,0.0,0.4903,0.0,51.37
67,blue|gray|purple,3,2,gray,1,0,0,1,16.16,0.0,0.3447,0.0,39.41
67,blue|gray|white,3,1,gray|white,1,1,0,0,13.63,0.0,0.2838,0.0,39.54
67,gray|purple|red,3,2,gray,1,1,0,0,16.65,0.0,0.3125,0.0,41.43
67,cyan|gray|white,3,1,gray|white,1,1,0,0,18.83,0.0,0.2679,0.0,55.31
67,blue|red,2,2,,1,1,0,0,18.51,0.0,0.5105,0.0,54.33
67,orange|red,2,2,,1,1,0,0,37.97,0.0,0.8098,0.0,109.2
67,magenta|orange|red,3,3,,1,1,0,0,17.02,0.0,0.4291,0.0,45.92
67,blue|gray|pink,3,2,gray,1,1,0,0,15.33,0.0,0.3936,0.0,38.19
67,black|brown|green,3,2,black,1,1,0,0,14.96,0.0,0.2808,0.0,51.39
67,green|red|white,3,2,white,1,1,0,0,21.7,0.0,0.4583,0.0,51.31
67,black|red,2,1,black,1,1,0,0,16.83,0.0,0.3569,0.0,53.77
68,blue|brown,2,2,,1,1,0,0,29.57,0.0,0.5054,0.0,78.26
68,brown|red,2,2,,1,1,0,0,12.25,0.0,0.3906,0.0,32.0
68,gray|orange|red,3,2,gray,1,1,0,0,13.64,0.0,0.2839,0.0,46.05
68,brown|orange|red,3,3,,1,1,0,0,16.44,0.0,0.4249,0.0,45.74
68,gray|orange,2,1,gray,1,0,0,1,16.86,0.0,0.2798,0.0,44.48
68,blue|orange|red,3,3,,1,1,0,0,26.9,0.0,0.4877,0.0,95.43
68,gray|pink|white,3,1,gray|white,1,1,0,0,16.85,0.0,0.3077,0.0,36.78
68,blue|brown|yellow,3,3,,1,1,0,0,21.18,0.0,0.3609,0.0,57.67
68,blue|gray|purple,3,2,gray,1,1,0,0,12.62,0.0,0.2597,0.0,41.89
68,blue|gray|yellow,3,2,gray,1,1,0,0,21.4,0.0,0.4118,0.0,66.64
68,brown|gray|white,3,1,gray|white,1,1,0,0,9.63,0.0,0.2619,0.0,37.89
68,blue|pink|red,3,3,,1,1,0,0,16.04,0.0,0.3695,0.0,41.13
68,blue|cyan|white,3,2,white,1,1,0,0,15.09,0.0,0.3065,0.0,47.5
